species,length,weight,w_l_ratio
Rosy barb,9.32,4.51,0.48
Rosy barb,8.79,4.57,0.52
Rosy barb,8.43,4.6,0.55
Rosy barb,9.5,4.63,0.49
Rosy barb,10.36,4.6,0.44
Rosy barb,9.67,4.58,0.47
Rosy barb,10.64,4.62,0.43
Rosy barb,8.37,4.53,0.54
Rosy barb,12.13,4.63,0.38
Rosy barb,9.9,4.62,0.47
Rosy barb,10.25,4.56,0.44
Rosy barb,9.66,4.61,0.48
Rosy barb,10.72,4.59,0.43
Rosy barb,8.64,4.59,0.53
Rosy barb,9.66,4.57,0.47
Rosy barb,10.29,4.61,0.45
Rosy barb,10.1,4.62,0.46
Rosy barb,8.89,4.55,0.51
Rosy barb,8.98,4.56,0.51
Rosy barb,8.57,4.54,0.53
Rosy barb,8.18,4.54,0.56
Rosy barb,8.74,4.53,0.52
Rosy barb,9.67,4.59,0.47
Rosy barb,10.31,4.54,0.44
Rosy barb,10.36,4.59,0.44
Rosy barb,11.51,4.56,0.4
Rosy barb,9.41,4.62,0.49
Rosy barb,10.53,4.62,0.44
Rosy barb,11.18,4.62,0.41
Rosy barb,12.33,4.67,0.38
Rosy barb,11.71,4.61,0.39
Rosy barb,8.03,4.56,0.57
Rosy barb,8.72,4.62,0.53
Rosy barb,11.49,4.63,0.4
Rosy barb,10.75,4.61,0.43
Rosy barb,8.38,4.54,0.54
Rosy barb,9.8,4.58,0.47
Rosy barb,8.83,4.55,0.52
Rosy barb,10.01,4.61,0.46
Rosy barb,8.61,4.53,0.53
Rosy barb,11.1,4.59,0.41
Rosy barb,7.43,4.55,0.61
Rosy barb,11.9,4.63,0.39
Rosy barb,8.87,4.58,0.52
Rosy barb,11.44,4.63,0.4
Rosy barb,10.41,4.6,0.44
Rosy barb,9.18,4.61,0.5
Rosy barb,9.98,4.6,0.46
Rosy barb,11.31,4.59,0.41
Rosy barb,9.71,4.6,0.47
Rosy barb,9.44,4.61,0.49
Rosy barb,10.76,4.59,0.43
Rosy barb,11.15,4.61,0.41
Rosy barb,12.29,4.66,0.38
Rosy barb,7.96,4.58,0.58
Rosy barb,12.31,4.62,0.38
Rosy barb,8.12,4.57,0.56
Rosy barb,10.84,4.64,0.43
Rosy barb,10.31,4.59,0.45
Rosy barb,9.42,4.59,0.49
Rosy barb,8.63,4.6,0.53
Rosy barb,8.32,4.55,0.55
Rosy barb,10.8,4.6,0.43
Rosy barb,9.52,4.61,0.48
Rosy barb,7.55,4.55,0.6
Rosy barb,12.36,4.64,0.38
Rosy barb,8.51,4.57,0.54
Rosy barb,9.04,4.55,0.5
Rosy barb,8.62,4.63,0.54
Rosy barb,12.84,4.66,0.36
Rosy barb,9.22,4.54,0.49
Rosy barb,8.0,4.56,0.57
Rosy barb,9.05,4.55,0.5
Rosy barb,8.94,4.61,0.52
Rosy barb,9.34,4.55,0.49
Rosy barb,8.96,4.6,0.51
Rosy barb,8.14,4.58,0.56
Rosy barb,9.22,4.62,0.5
Rosy barb,10.69,4.62,0.43
Rosy barb,11.93,4.62,0.39
Rosy barb,8.97,4.54,0.51
Rosy barb,8.31,4.59,0.55
Rosy barb,10.82,4.61,0.43
Rosy barb,9.51,4.62,0.49
Rosy barb,10.45,4.6,0.44
Rosy barb,9.9,4.57,0.46
Rosy barb,12.41,4.58,0.37
Rosy barb,9.12,4.57,0.5
Rosy barb,7.92,4.56,0.58
Rosy barb,10.05,4.58,0.46
Rosy barb,11.93,4.61,0.39
Rosy barb,10.6,4.64,0.44
Rosy barb,9.17,4.57,0.5
Rosy barb,10.54,4.63,0.44
Rosy barb,7.85,4.56,0.58
Rosy barb,10.51,4.58,0.44
Rosy barb,9.34,4.59,0.49
Rosy barb,12.11,4.61,0.38
Rosy barb,10.92,4.59,0.42
Rosy barb,8.43,4.56,0.54
Rosy barb,10.08,4.63,0.46
Rosy barb,11.4,4.61,0.4
Rosy barb,9.34,4.56,0.49
Rosy barb,9.37,4.63,0.49
Rosy barb,9.65,4.59,0.48
Rosy barb,8.12,4.57,0.56
Rosy barb,9.94,4.6,0.46
Rosy barb,11.14,4.61,0.41
Rosy barb,11.55,4.61,0.4
Rosy barb,8.39,4.57,0.54
Rosy barb,12.01,4.6,0.38
Rosy barb,9.45,4.62,0.49
Rosy barb,10.53,4.61,0.44
Rosy barb,9.03,4.57,0.51
Rosy barb,7.72,4.54,0.59
Rosy barb,10.25,4.59,0.45
Rosy barb,9.03,4.56,0.51
Rosy barb,9.2,4.61,0.5
Rosy barb,9.0,4.56,0.51
Rosy barb,9.98,4.6,0.46
Rosy barb,12.18,4.64,0.38
Rosy barb,9.39,4.59,0.49
Rosy barb,7.91,4.51,0.57
Rosy barb,12.19,4.58,0.38
Rosy barb,10.44,4.61,0.44
Rosy barb,8.72,4.55,0.52
Rosy barb,10.14,4.63,0.46
Rosy barb,8.8,4.57,0.52
Rosy barb,10.79,4.55,0.42
Rosy barb,11.82,4.62,0.39
Rosy barb,10.4,4.58,0.44
Rosy barb,8.63,4.57,0.53
Rosy barb,10.84,4.59,0.42
Rosy barb,9.75,4.58,0.47
Rosy barb,8.48,4.56,0.54
Rosy barb,10.93,4.65,0.43
Rosy barb,10.02,4.58,0.46
Rosy barb,8.7,4.56,0.52
Rosy barb,10.83,4.62,0.43
Rosy barb,9.39,4.55,0.48
Rosy barb,9.98,4.6,0.46
Rosy barb,8.95,4.6,0.51
Rosy barb,11.94,4.64,0.39
Rosy barb,9.21,4.55,0.49
Rosy barb,10.77,4.59,0.43
Rosy barb,9.9,4.58,0.46
Rosy barb,10.51,4.63,0.44
Rosy barb,7.77,4.54,0.58
Rosy barb,8.49,4.56,0.54
Rosy barb,8.44,4.56,0.54
Rosy barb,8.94,4.54,0.51
Rosy barb,8.49,4.58,0.54
Rosy barb,8.91,4.56,0.51
Rosy barb,8.53,4.57,0.54
Rosy barb,9.63,4.61,0.48
Rosy barb,8.69,4.58,0.53
Rosy barb,7.7,4.48,0.58
Rosy barb,8.62,4.6,0.53
Rosy barb,9.91,4.6,0.46
Rosy barb,11.05,4.58,0.41
Rosy barb,8.09,4.51,0.56
Rosy barb,8.89,4.55,0.51
Rosy barb,9.08,4.59,0.5
Rosy barb,8.96,4.58,0.51
Rosy barb,8.38,4.55,0.54
Rosy barb,9.68,4.58,0.47
Rosy barb,9.89,4.56,0.46
Rosy barb,10.33,4.65,0.45
Rosy barb,7.7,4.56,0.59
Rosy barb,10.64,4.56,0.43
Rosy barb,9.64,4.57,0.47
Rosy barb,8.81,4.56,0.52
Rosy barb,12.42,4.63,0.37
Rosy barb,12.32,4.59,0.37
Rosy barb,12.2,4.61,0.38
Rosy barb,8.65,4.55,0.53
Rosy barb,7.85,4.55,0.58
Rosy barb,9.31,4.55,0.49
Rosy barb,9.69,4.58,0.47
Rosy barb,9.08,4.61,0.51
Rosy barb,8.03,4.52,0.56
Rosy barb,11.63,4.59,0.39
Rosy barb,11.54,4.65,0.4
Rosy barb,7.87,4.53,0.58
Rosy barb,10.18,4.59,0.45
Rosy barb,8.56,4.58,0.53
Rosy barb,9.42,4.61,0.49
Rosy barb,8.53,4.6,0.54
Rosy barb,8.72,4.56,0.52
Rosy barb,8.54,4.6,0.54
Rosy barb,10.75,4.63,0.43
Rosy barb,9.02,4.57,0.51
Rosy barb,10.65,4.59,0.43
Rosy barb,11.83,4.64,0.39
Rosy barb,9.76,4.57,0.47
Rosy barb,8.8,4.57,0.52
Rosy barb,8.14,4.52,0.56
Rosy barb,8.8,4.58,0.52
Rosy barb,11.39,4.62,0.41
Rosy barb,7.66,4.56,0.6
Rosy barb,10.17,4.6,0.45
Rosy barb,8.73,4.56,0.52
Rosy barb,8.58,4.58,0.53
Rosy barb,9.22,4.6,0.5
Rosy barb,9.58,4.58,0.48
Rosy barb,10.61,4.59,0.43
Rosy barb,7.91,4.56,0.58
Rosy barb,9.68,4.57,0.47
Rosy barb,7.79,4.58,0.59
Rosy barb,9.55,4.55,0.48
Rosy barb,8.28,4.56,0.55
Rosy barb,7.9,4.56,0.58
Rosy barb,9.8,4.62,0.47
Rosy barb,10.67,4.59,0.43
Rosy barb,8.35,4.6,0.55
Rosy barb,11.03,4.63,0.42
Rosy barb,8.99,4.58,0.51
Rosy barb,8.05,4.52,0.56
Rosy barb,10.39,4.58,0.44
Rosy barb,9.8,4.58,0.47
Rosy barb,12.62,4.6,0.36
Rosy barb,8.91,4.59,0.52
Rosy barb,8.53,4.57,0.54
Rosy barb,9.38,4.58,0.49
Rosy barb,7.89,4.58,0.58
Rosy barb,9.49,4.58,0.48
Rosy barb,7.8,4.53,0.58
Rosy barb,9.79,4.66,0.48
Rosy barb,9.35,4.56,0.49
Rosy barb,10.52,4.61,0.44
Rosy barb,8.4,4.58,0.55
Rosy barb,11.49,4.58,0.4
Rosy barb,10.35,4.59,0.44
Rosy barb,9.06,4.58,0.51
Rosy barb,9.18,4.55,0.5
Rosy barb,8.54,4.58,0.54
Rosy barb,9.62,4.55,0.47
Rosy barb,9.77,4.57,0.47
Rosy barb,11.51,4.6,0.4
Rosy barb,10.71,4.6,0.43
Rosy barb,11.6,4.62,0.4
Rosy barb,11.19,4.62,0.41
Rosy barb,10.1,4.57,0.45
Rosy barb,7.77,4.55,0.59
Rosy barb,9.73,4.61,0.47
Rosy barb,8.9,4.58,0.51
Rosy barb,8.88,4.59,0.52
Rosy barb,12.79,4.6,0.36
Rosy barb,11.35,4.68,0.41
Rosy barb,7.66,4.56,0.59
Rosy barb,11.67,4.64,0.4
Rosy barb,9.28,4.57,0.49
Rosy barb,8.09,4.58,0.57
Rosy barb,11.62,4.61,0.4
Rosy barb,8.45,4.6,0.54
Rosy barb,7.93,4.56,0.58
Rosy barb,9.51,4.57,0.48
Rosy barb,8.16,4.56,0.56
Rosy barb,10.52,4.62,0.44
Rosy barb,7.29,4.61,0.63
Rosy barb,10.38,4.6,0.44
Rosy barb,7.74,4.53,0.58
Rosy barb,10.25,4.6,0.45
Paradise threadfin,10.38,4.0,0.39
Paradise threadfin,13.53,4.1,0.3
Paradise threadfin,14.43,4.15,0.29
Paradise threadfin,13.44,4.09,0.3
Paradise threadfin,14.51,4.01,0.28
Paradise threadfin,13.86,3.95,0.28
Paradise threadfin,11.78,4.0,0.34
Paradise threadfin,11.21,3.99,0.36
Paradise threadfin,15.8,4.06,0.26
Paradise threadfin,12.63,4.09,0.32
Paradise threadfin,11.5,3.86,0.34
Paradise threadfin,15.77,3.99,0.25
Paradise threadfin,12.55,3.98,0.32
Paradise threadfin,10.11,3.93,0.39
Paradise threadfin,13.1,4.06,0.31
Paradise threadfin,12.64,3.86,0.31
Paradise threadfin,12.2,4.0,0.33
Paradise threadfin,10.84,3.97,0.37
Paradise threadfin,10.67,3.83,0.36
Paradise threadfin,11.4,4.02,0.35
Paradise threadfin,10.05,3.88,0.39
Paradise threadfin,10.81,4.29,0.4
Paradise threadfin,15.56,4.02,0.26
Paradise threadfin,13.81,4.16,0.3
Paradise threadfin,15.27,4.09,0.27
Paradise threadfin,15.6,4.11,0.26
Paradise threadfin,11.02,3.85,0.35
Paradise threadfin,14.18,3.84,0.27
Paradise threadfin,15.91,3.71,0.23
Paradise threadfin,13.01,4.12,0.32
Paradise threadfin,14.1,4.0,0.28
Paradise threadfin,13.28,4.09,0.31
Paradise threadfin,13.59,4.04,0.3
Paradise threadfin,13.63,4.06,0.3
Paradise threadfin,15.5,3.94,0.25
Paradise threadfin,10.62,4.09,0.39
Paradise threadfin,11.51,4.16,0.36
Paradise threadfin,11.36,4.0,0.35
Paradise threadfin,11.15,3.95,0.35
Paradise threadfin,12.52,3.78,0.3
Paradise threadfin,12.37,3.95,0.32
Paradise threadfin,16.33,4.0,0.25
Paradise threadfin,12.47,3.96,0.32
Paradise threadfin,12.77,4.14,0.32
Paradise threadfin,11.6,3.81,0.33
Paradise threadfin,13.62,4.14,0.3
Paradise threadfin,14.66,3.92,0.27
Paradise threadfin,12.59,3.84,0.3
Paradise threadfin,14.28,3.95,0.28
Paradise threadfin,12.82,4.13,0.32
Paradise threadfin,15.35,3.94,0.26
Paradise threadfin,13.55,3.8,0.28
Paradise threadfin,11.99,3.78,0.32
Paradise threadfin,13.16,3.86,0.29
Paradise threadfin,14.66,4.17,0.28
Paradise threadfin,11.69,4.1,0.35
Paradise threadfin,13.72,3.98,0.29
Paradise threadfin,14.31,4.04,0.28
Paradise threadfin,12.17,4.02,0.33
Paradise threadfin,10.68,3.94,0.37
Paradise threadfin,10.92,3.75,0.34
Paradise threadfin,15.99,4.12,0.26
Paradise threadfin,14.41,4.05,0.28
Paradise threadfin,12.26,3.81,0.31
Paradise threadfin,14.65,4.07,0.28
Paradise threadfin,13.23,4.05,0.31
Paradise threadfin,13.38,3.97,0.3
Paradise threadfin,10.9,3.96,0.36
Paradise threadfin,13.54,3.87,0.29
Paradise threadfin,12.63,3.9,0.31
Paradise threadfin,14.07,3.92,0.28
Paradise threadfin,13.72,3.97,0.29
Paradise threadfin,11.98,3.93,0.33
Paradise threadfin,13.05,3.94,0.3
Paradise threadfin,14.12,4.14,0.29
Paradise threadfin,11.41,3.99,0.35
Paradise threadfin,15.85,3.89,0.25
Paradise threadfin,11.9,3.86,0.32
Paradise threadfin,15.56,3.8,0.24
Paradise threadfin,16.3,4.09,0.25
Paradise threadfin,15.56,3.89,0.25
Paradise threadfin,12.63,4.13,0.33
Paradise threadfin,13.49,4.01,0.3
Paradise threadfin,10.37,4.0,0.39
Paradise threadfin,13.17,4.02,0.31
Paradise threadfin,12.75,3.88,0.3
Paradise threadfin,12.75,4.1,0.32
Paradise threadfin,15.86,3.87,0.24
Paradise threadfin,13.63,3.96,0.29
Paradise threadfin,11.42,4.02,0.35
Paradise threadfin,14.72,3.92,0.27
Paradise threadfin,14.81,4.18,0.28
Paradise threadfin,9.78,3.93,0.4
Paradise threadfin,13.1,3.89,0.3
Paradise threadfin,15.81,4.26,0.27
Paradise threadfin,11.45,4.24,0.37
Paradise threadfin,9.47,4.02,0.42
Paradise threadfin,13.1,4.02,0.31
Paradise threadfin,12.36,3.94,0.32
Paradise threadfin,13.55,3.86,0.29
Paradise threadfin,14.87,4.14,0.28
Paradise threadfin,12.05,3.93,0.33
Paradise threadfin,14.75,4.0,0.27
Paradise threadfin,12.56,4.07,0.32
Paradise threadfin,11.27,3.86,0.34
Paradise threadfin,14.93,3.9,0.26
Paradise threadfin,14.92,4.02,0.27
Paradise threadfin,12.21,3.87,0.32
Paradise threadfin,12.42,4.15,0.33
Paradise threadfin,12.34,3.98,0.32
Paradise threadfin,10.09,4.16,0.41
Paradise threadfin,11.42,3.73,0.33
Paradise threadfin,13.25,4.01,0.3
Paradise threadfin,15.13,4.17,0.28
Paradise threadfin,13.45,3.81,0.28
Paradise threadfin,16.72,4.0,0.24
Paradise threadfin,13.59,3.96,0.29
Paradise threadfin,13.89,3.97,0.29
Paradise threadfin,12.0,3.99,0.33
Paradise threadfin,10.39,4.04,0.39
Paradise threadfin,10.28,3.96,0.39
Paradise threadfin,12.42,3.93,0.32
Paradise threadfin,11.53,4.12,0.36
Paradise threadfin,11.26,3.76,0.33
Paradise threadfin,12.94,3.88,0.3
Paradise threadfin,11.92,4.08,0.34
Paradise threadfin,14.24,3.87,0.27
Paradise threadfin,13.62,4.03,0.3
Paradise threadfin,12.06,3.84,0.32
Paradise threadfin,12.08,3.96,0.33
Paradise threadfin,16.22,3.97,0.24
Paradise threadfin,10.9,4.2,0.39
Paradise threadfin,15.74,4.13,0.26
Paradise threadfin,15.71,3.73,0.24
Paradise threadfin,12.79,3.75,0.29
Paradise threadfin,11.01,4.06,0.37
Paradise threadfin,11.66,3.79,0.33
Paradise threadfin,10.42,3.95,0.38
Paradise threadfin,12.04,4.06,0.34
Paradise threadfin,15.16,3.86,0.25
Paradise threadfin,12.35,3.83,0.31
Paradise threadfin,12.52,3.99,0.32
Paradise threadfin,13.46,3.86,0.29
Paradise threadfin,10.55,3.9,0.37
Paradise threadfin,11.44,4.02,0.35
Paradise threadfin,13.77,3.88,0.28
Paradise threadfin,9.41,3.81,0.4
Paradise threadfin,14.35,4.1,0.29
Paradise threadfin,14.2,3.86,0.27
Paradise threadfin,12.98,4.17,0.32
Paradise threadfin,13.12,3.9,0.3
Paradise threadfin,13.78,3.78,0.27
Paradise threadfin,11.77,3.96,0.34
Paradise threadfin,16.48,4.15,0.25
Paradise threadfin,14.78,3.86,0.26
Paradise threadfin,12.66,4.12,0.33
Paradise threadfin,15.43,3.99,0.26
Paradise threadfin,13.44,4.04,0.3
Paradise threadfin,14.43,4.02,0.28
Paradise threadfin,13.19,4.05,0.31
Paradise threadfin,11.6,3.89,0.33
Paradise threadfin,15.16,4.09,0.27
Paradise threadfin,11.9,3.77,0.32
Paradise threadfin,15.13,4.25,0.28
Paradise threadfin,10.19,3.91,0.38
Paradise threadfin,10.16,4.2,0.41
Paradise threadfin,12.1,3.74,0.31
Paradise threadfin,11.22,3.87,0.34
Paradise threadfin,14.72,3.85,0.26
Paradise threadfin,16.17,3.97,0.25
Paradise threadfin,14.93,3.91,0.26
Paradise threadfin,10.73,4.14,0.39
Paradise threadfin,13.05,3.98,0.31
Paradise threadfin,10.88,3.81,0.35
Paradise threadfin,12.12,3.77,0.31
Paradise threadfin,13.26,4.04,0.3
Paradise threadfin,13.58,4.22,0.31
Paradise threadfin,13.01,3.98,0.31
Paradise threadfin,12.13,3.92,0.32
Paradise threadfin,12.5,3.91,0.31
Paradise threadfin,12.13,4.03,0.33
Paradise threadfin,11.4,3.94,0.35
Paradise threadfin,14.11,4.11,0.29
Paradise threadfin,12.02,4.04,0.34
Paradise threadfin,12.35,3.84,0.31
Paradise threadfin,11.7,3.79,0.32
Paradise threadfin,11.25,4.23,0.38
Paradise threadfin,10.88,4.1,0.38
Paradise threadfin,11.8,3.9,0.33
Paradise threadfin,11.65,4.19,0.36
Paradise threadfin,12.67,3.97,0.31
Paradise threadfin,14.02,3.95,0.28
Paradise threadfin,14.75,4.22,0.29
Paradise threadfin,13.89,4.12,0.3
Paradise threadfin,15.15,3.99,0.26
Paradise threadfin,12.43,3.9,0.31
Paradise threadfin,12.14,3.99,0.33
Paradise threadfin,13.24,4.15,0.31
Paradise threadfin,14.42,3.99,0.28
Paradise threadfin,11.87,4.13,0.35
Paradise threadfin,13.65,3.9,0.29
Paradise threadfin,11.7,4.19,0.36
Paradise threadfin,10.32,3.96,0.38
Paradise threadfin,11.51,4.13,0.36
Paradise threadfin,13.04,4.1,0.31
Paradise threadfin,10.5,3.85,0.37
Paradise threadfin,13.48,4.2,0.31
Paradise threadfin,15.08,3.98,0.26
Paradise threadfin,10.35,4.18,0.4
Paradise threadfin,13.57,4.2,0.31
Paradise threadfin,13.14,3.88,0.29
Paradise threadfin,15.15,4.07,0.27
Paradise threadfin,12.45,3.9,0.31
Paradise threadfin,12.63,4.1,0.32
Paradise threadfin,14.62,4.0,0.27
Paradise threadfin,14.78,4.0,0.27
Paradise threadfin,11.34,4.05,0.36
Paradise threadfin,13.45,3.97,0.3
Paradise threadfin,11.75,3.75,0.32
Paradise threadfin,12.01,3.98,0.33
Paradise threadfin,10.43,4.02,0.39
Paradise threadfin,15.51,3.84,0.25
Paradise threadfin,14.75,3.9,0.26
Paradise threadfin,13.48,3.89,0.29
Paradise threadfin,10.14,4.02,0.4
Paradise threadfin,12.42,4.16,0.33
Paradise threadfin,11.21,4.25,0.38
Paradise threadfin,13.23,4.06,0.31
Paradise threadfin,14.42,4.03,0.28
Paradise threadfin,14.35,4.02,0.28
Paradise threadfin,11.11,4.14,0.37
Paradise threadfin,12.42,3.94,0.32
Paradise threadfin,14.03,4.05,0.29
Paradise threadfin,12.48,4.04,0.32
Paradise threadfin,11.19,4.25,0.38
Paradise threadfin,14.77,4.19,0.28
Paradise threadfin,14.75,4.28,0.29
Paradise threadfin,11.32,3.81,0.34
Paradise threadfin,11.07,4.21,0.38
Paradise threadfin,11.98,3.87,0.32
Paradise threadfin,14.93,3.92,0.26
Paradise threadfin,12.06,4.06,0.34
Paradise threadfin,14.06,3.88,0.28
Paradise threadfin,11.6,4.2,0.36
Paradise threadfin,14.32,4.04,0.28
Paradise threadfin,10.25,4.17,0.41
Paradise threadfin,13.96,3.89,0.28
Paradise threadfin,9.49,4.03,0.42
Paradise threadfin,10.64,4.08,0.38
Paradise threadfin,13.19,3.88,0.29
Paradise threadfin,10.68,3.98,0.37
Paradise threadfin,10.5,3.95,0.38
Paradise threadfin,13.58,4.02,0.3
Paradise threadfin,12.11,4.06,0.34
Paradise threadfin,12.46,3.87,0.31
Paradise threadfin,12.58,3.91,0.31
Paradise threadfin,13.71,4.03,0.29
Paradise threadfin,16.61,4.0,0.24
Paradise threadfin,11.26,3.81,0.34
Paradise threadfin,12.85,4.0,0.31
Paradise threadfin,13.96,3.94,0.28
Paradise threadfin,15.01,3.98,0.27
Paradise threadfin,9.59,4.19,0.44
Paradise threadfin,12.58,4.07,0.32
Paradise threadfin,11.78,3.97,0.34
Paradise threadfin,13.27,3.69,0.28
Paradise threadfin,13.19,3.94,0.3
Paradise threadfin,14.26,4.11,0.29
Paradise threadfin,16.03,4.09,0.26
Paradise threadfin,11.92,4.34,0.36
Paradise threadfin,16.22,4.06,0.25
Paradise threadfin,13.01,4.15,0.32
Paradise threadfin,15.48,4.12,0.27
Paradise threadfin,14.56,3.98,0.27
Paradise threadfin,12.51,3.9,0.31
Paradise threadfin,11.03,3.92,0.36
Paradise threadfin,14.94,3.84,0.26
Paradise threadfin,9.59,4.14,0.43
Paradise threadfin,14.45,3.97,0.27
Paradise threadfin,11.3,3.95,0.35
Paradise threadfin,15.55,4.03,0.26
Paradise threadfin,14.18,3.81,0.27
Paradise threadfin,11.68,4.07,0.35
Paradise threadfin,11.58,3.89,0.34
Paradise threadfin,13.42,4.08,0.3
Paradise threadfin,14.97,4.03,0.27
Paradise threadfin,15.07,3.92,0.26
Paradise threadfin,14.0,4.12,0.29
Paradise threadfin,12.35,3.88,0.31
Paradise threadfin,11.67,3.87,0.33
Paradise threadfin,13.26,4.07,0.31
Paradise threadfin,13.28,4.0,0.3
Paradise threadfin,12.83,4.19,0.33
Paradise threadfin,12.11,4.0,0.33
Paradise threadfin,13.54,3.84,0.28
Paradise threadfin,14.68,4.0,0.27
Paradise threadfin,14.14,4.04,0.29
Paradise threadfin,10.2,3.75,0.37
Paradise threadfin,15.64,3.98,0.25
Paradise threadfin,11.07,3.93,0.36
Paradise threadfin,13.14,4.22,0.32
Paradise threadfin,12.79,4.0,0.31
Paradise threadfin,11.37,4.07,0.36
Paradise threadfin,10.21,4.0,0.39
Paradise threadfin,15.54,4.08,0.26
Paradise threadfin,14.21,3.82,0.27
Paradise threadfin,11.85,3.94,0.33
Paradise threadfin,15.03,4.12,0.27
Paradise threadfin,15.72,3.94,0.25
Paradise threadfin,15.84,3.92,0.25
Paradise threadfin,11.72,3.97,0.34
Paradise threadfin,15.49,3.95,0.25
Paradise threadfin,11.68,3.96,0.34
Paradise threadfin,12.96,4.03,0.31
Paradise threadfin,14.27,4.03,0.28
Paradise threadfin,12.89,3.9,0.3
Paradise threadfin,12.9,4.11,0.32
Paradise threadfin,12.36,3.84,0.31
Paradise threadfin,12.44,3.91,0.31
Paradise threadfin,15.32,4.03,0.26
Paradise threadfin,13.94,4.04,0.29
Paradise threadfin,13.21,3.97,0.3
Paradise threadfin,13.39,4.11,0.31
Paradise threadfin,11.97,4.08,0.34
Paradise threadfin,14.54,3.96,0.27
Paradise threadfin,13.37,4.04,0.3
Paradise threadfin,14.99,4.09,0.27
Paradise threadfin,12.95,4.04,0.31
Paradise threadfin,12.9,3.94,0.31
Paradise threadfin,14.66,4.0,0.27
Paradise threadfin,13.19,3.94,0.3
Paradise threadfin,14.09,3.84,0.27
Paradise threadfin,13.31,3.88,0.29
Paradise threadfin,13.74,3.86,0.28
Paradise threadfin,15.9,4.13,0.26
Paradise threadfin,9.62,3.84,0.4
Paradise threadfin,12.78,4.21,0.33
Paradise threadfin,13.78,4.08,0.3
Paradise threadfin,14.46,3.83,0.26
Paradise threadfin,9.38,4.05,0.43
Paradise threadfin,15.74,3.81,0.24
Paradise threadfin,11.94,3.87,0.32
Paradise threadfin,12.4,4.09,0.33
Paradise threadfin,13.36,3.76,0.28
Paradise threadfin,10.67,4.02,0.38
Paradise threadfin,11.27,3.99,0.35
Paradise threadfin,11.64,4.01,0.34
Paradise threadfin,12.58,3.88,0.31
Paradise threadfin,13.64,3.87,0.28
Paradise threadfin,15.42,3.95,0.26
Paradise threadfin,15.79,4.1,0.26
Paradise threadfin,11.55,3.96,0.34
Paradise threadfin,14.15,3.94,0.28
Paradise threadfin,12.2,3.89,0.32
Paradise threadfin,11.09,4.11,0.37
Paradise threadfin,14.29,3.93,0.27
Paradise threadfin,11.18,4.01,0.36
Paradise threadfin,13.07,3.77,0.29
Paradise threadfin,13.13,4.09,0.31
Paradise threadfin,14.62,4.01,0.27
Paradise threadfin,11.12,3.99,0.36
Paradise threadfin,13.69,4.29,0.31
Paradise threadfin,10.99,3.94,0.36
Paradise threadfin,13.18,3.75,0.28
Paradise threadfin,12.49,4.07,0.33
Paradise threadfin,10.91,3.9,0.36
Paradise threadfin,15.37,3.85,0.25
Paradise threadfin,11.63,3.92,0.34
Paradise threadfin,13.22,3.89,0.29
Paradise threadfin,14.44,4.17,0.29
Paradise threadfin,15.37,4.08,0.27
Paradise threadfin,16.52,3.96,0.24
Paradise threadfin,11.52,3.77,0.33
Paradise threadfin,13.1,3.98,0.3
Paradise threadfin,11.81,3.91,0.33
Paradise threadfin,13.21,4.11,0.31
Paradise threadfin,14.85,4.19,0.28
Paradise threadfin,16.57,3.99,0.24
Paradise threadfin,12.35,4.02,0.33
Paradise threadfin,14.13,4.01,0.28
Paradise threadfin,11.52,4.04,0.35
Paradise threadfin,15.37,4.16,0.27
Paradise threadfin,12.91,3.94,0.31
Paradise threadfin,13.41,3.86,0.29
Paradise threadfin,11.05,3.92,0.35
Paradise threadfin,14.48,4.06,0.28
Paradise threadfin,11.41,4.02,0.35
Paradise threadfin,10.72,3.97,0.37
Paradise threadfin,12.21,4.1,0.34
Paradise threadfin,13.09,4.01,0.31
Paradise threadfin,12.78,3.98,0.31
Paradise threadfin,12.53,4.0,0.32
Paradise threadfin,15.44,4.1,0.27
Paradise threadfin,12.03,4.16,0.35
Paradise threadfin,12.5,3.91,0.31
Paradise threadfin,12.74,4.22,0.33
Paradise threadfin,13.3,3.93,0.3
Paradise threadfin,13.12,4.06,0.31
Paradise threadfin,14.69,4.13,0.28
Paradise threadfin,12.63,3.77,0.3
Paradise threadfin,13.21,4.05,0.31
Paradise threadfin,10.19,4.03,0.4
Paradise threadfin,12.11,4.02,0.33
Paradise threadfin,12.44,3.85,0.31
Paradise threadfin,14.33,4.06,0.28
Paradise threadfin,12.29,3.87,0.31
Paradise threadfin,11.28,4.12,0.37
Paradise threadfin,10.32,4.12,0.4
Paradise threadfin,12.93,4.03,0.31
Paradise threadfin,9.41,3.93,0.42
Paradise threadfin,10.99,3.88,0.35
Paradise threadfin,11.28,3.74,0.33
Paradise threadfin,11.57,4.01,0.35
Paradise threadfin,10.09,3.92,0.39
Paradise threadfin,15.61,4.01,0.26
Paradise threadfin,11.28,4.12,0.36
Paradise threadfin,11.38,3.9,0.34
Paradise threadfin,11.28,3.97,0.35
Paradise threadfin,11.11,3.85,0.35
Paradise threadfin,10.37,4.0,0.39
Paradise threadfin,9.72,4.06,0.42
Paradise threadfin,13.79,3.94,0.29
Paradise threadfin,10.21,3.91,0.38
Paradise threadfin,15.14,3.95,0.26
Paradise threadfin,12.39,4.11,0.33
Paradise threadfin,11.23,3.89,0.35
Paradise threadfin,12.95,4.02,0.31
Paradise threadfin,12.15,3.88,0.32
